1.147013,4.041271,44.041271
2.355676,8.350198,44.308927
5.746756,30.371756,66.062829
9.833523,51.397966,65.335137
10.058913,57.430463,71.367634
10.995487,63.088243,71.720609
10.738854,66.787727,77.740755
11.084545,85.774077,96.727105
11.599234,89.710417,96.677096
11.834246,94.026028,99.315612
12.208761,98.160214,100.501820
12.655676,120.569765,119.086647
15.424579,125.749042,101.906382
15.336261,142.931138,116.497708
16.926627,162.242095,119.812777
19.601954,166.531331,106.195617
18.530447,185.400483,125.064770
19.528625,191.442339,122.539564
19.796128,195.715082,123.581670
19.829602,200.185628,126.191155
19.901662,205.973488,129.369530
19.682123,225.789211,143.397393
21.952973,231.300087,131.702031
21.432769,252.192285,147.083352
23.578838,256.489721,135.974532
23.110266,262.494651,141.979462
22.550491,283.875767,157.355648
24.255179,289.857607,149.379234
24.162727,294.853171,152.535128
24.348668,298.944707,153.470769
23.367332,314.815201,168.405622
24.214880,333.502012,172.157580
26.648314,337.497134,158.310734
26.480381,342.445829,161.650726
26.661707,348.462240,163.372059
26.943101,354.721004,164.569498
26.381720,373.270800,176.860530
26.984390,394.247775,182.627701
29.704936,398.615166,167.739450
27.497736,423.301187,192.425471
29.383780,428.894359,182.453702
29.455485,433.133274,183.808413
29.225809,438.024453,187.344881
29.154422,445.018243,190.802203
28.322340,467.571396,206.361566
29.232230,489.572874,209.346359
31.659549,493.693493,194.922822
31.112586,499.421642,200.650971
30.484903,516.133835,211.635015
30.739404,522.068316,212.296047
30.348882,527.837182,217.403881
30.671442,532.599540,217.058405
28.850254,556.776786,241.235651
31.617477,561.272543,221.899638
30.494623,575.118955,235.746049
30.140346,580.015979,240.547995
29.646499,586.944151,247.476168
29.348078,603.395914,256.999757
30.897747,606.974000,245.557548
30.450775,613.088348,251.671896
29.690509,634.779144,267.248343
31.192680,639.295266,256.188018
30.706050,646.142917,263.035669
30.239777,664.729278,274.774379
31.815941,671.585111,263.855591
31.595944,675.981522,267.432079
31.721084,680.142769,268.016838
31.456970,685.152090,272.257664
31.575636,691.446149,273.726139
30.997643,710.546576,286.532506
31.631676,731.663930,289.134192
33.222899,736.518955,277.112689
33.223954,740.902594,278.753168
33.228089,747.225165,281.096950
32.474941,764.301373,294.188897
33.764602,770.968675,285.420469
32.950630,793.071458,300.855951
34.920941,797.407723,285.433216
34.583304,801.791742,289.804489
33.756970,819.999249,303.640722
35.283121,826.154223,292.687481
35.178234,831.979969,295.630235
34.272104,853.454235,311.278754
36.104696,857.723951,296.957198
35.961990,861.564115,299.470399
35.103839,876.836461,312.229544
36.064620,883.633496,306.267433
35.240649,905.263819,321.100721
37.109998,911.400913,306.993045
36.826233,916.080449,310.946969
36.360395,922.151221,317.017741
35.760968,939.653751,328.449499
37.245690,945.791377,317.416380
36.878141,950.577061,322.202064
37.113272,954.625032,321.524139
36.756089,960.001262,326.476951
36.869226,965.978865,327.501742
36.143719,985.166104,340.711378
36.587763,1006.999741,344.035701
38.163447,1011.987809,331.465019
37.666044,1018.539160,338.016369
36.704889,1041.896129,354.821988
38.838660,1046.814251,336.911167
37.547918,1064.175583,354.272499
38.988436,1068.836683,342.677469
38.776358,1074.503843,346.378538
37.733607,1094.352021,362.525647
39.128305,1098.151895,350.817615
38.629285,1104.851852,357.517572
37.670468,1128.497994,374.463757
39.141741,1132.715619,361.735197
38.644106,1139.600990,368.620568
38.055310,1158.347288,380.481496
38.960756,1162.791794,373.065074
38.843647,1166.937032,375.523776
38.610886,1173.920328,380.048370
37.869380,1195.452619,394.597365
39.521602,1200.772442,379.783579
38.782140,1217.743656,392.494990
39.734749,1222.560688,384.600612
39.920760,1226.579134,384.066816
39.872151,1232.483810,386.386171
39.651613,1239.009350,390.592356
38.986714,1258.419603,403.477069
39.360433,1280.466851,406.647859
41.096680,1284.895577,390.814898
40.811977,1289.146374,394.843153
39.871292,1308.584071,410.252595
41.003675,1314.806379,400.819674
41.202461,1320.609713,400.646486
40.401784,1340.510008,414.743449
41.518540,1344.718280,404.854757
41.625202,1349.002490,405.103884
41.390208,1354.628315,409.102894
40.647508,1371.557586,421.784028
41.053480,1389.542974,423.089273
42.220454,1396.286819,413.391704
42.315104,1401.061365,413.877440
42.053967,1405.409550,417.739890
40.627764,1432.169748,440.637638
42.730552,1438.120864,420.694564
42.745606,1442.423828,421.804705
42.713110,1448.624045,423.940107
41.795827,1470.743800,439.859644
43.394597,1474.900724,424.851488
43.280242,1480.792304,427.675608
42.330077,1502.745928,443.758329
43.952137,1508.743823,429.087167
44.198457,1512.586255,427.782539
43.142696,1531.451751,443.716985
44.452765,1535.576074,431.799931
43.494596,1554.562359,446.768824
43.265675,1578.937374,456.174946
45.184471,1583.191105,437.979870
43.630081,1605.060356,459.849121
45.160844,1611.147815,445.947104
45.208825,1617.832179,447.322002
45.147925,1623.651873,449.536679
45.290671,1629.676022,449.782478
45.340971,1634.282325,450.553407
45.329762,1639.661729,452.148229
45.481611,1644.235379,451.895651
45.457746,1647.816263,453.117564
45.451926,1652.496515,454.462729
44.406388,1672.829652,470.886544
45.316234,1685.998787,465.064786
46.247421,1690.867175,457.016617
45.125656,1711.973639,474.224028
45.628838,1731.988357,474.477447
47.022572,1737.762409,461.948998
46.056537,1757.830847,477.085055
47.331731,1763.786070,465.804344
47.413468,1767.931229,466.094158
47.042820,1774.334338,471.467895
47.299091,1778.560228,470.030234
45.928115,1803.245339,490.779268
46.598249,1821.955417,488.740312
47.880494,1828.404241,477.335368
48.129651,1832.992213,476.055867
47.940905,1838.005452,479.237267
47.932524,1844.557803,481.029799
46.981089,1864.607913,496.105977
48.500020,1868.964134,481.691589
48.480351,1872.736682,482.859715
48.495456,1877.414454,483.915039
48.416727,1882.364580,485.979924
